Comunidad Autónoma;Provincia;Sector Técnico;Subsector Técnico;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018
Galicia;Ourense;Química;Química de las materias primas;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Química;Ingeniería química;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Química;Tecnología ambiental;0;0;0;0;1;0;0;0;0;0
Galicia;Ourense;Ingeniería mecánica;Manipulación;0;0;0;0;0;0;0;0;1;0
Galicia;Ourense;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
Galicia;Ourense;Ingeniería mecánica;Motores, bombas, turbinas;2;0;0;2;0;1;0;0;0;0
Galicia;Ourense;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;1
Galicia;Ourense;Ingeniería mecánica;Otras máquinas especiales;0;0;1;3;0;0;0;1;2;0
Galicia;Ourense;Ingeniería mecánica;térmicos y aparatos;1;1;0;0;0;0;1;0;0;0
Galicia;Ourense;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;0;0;0;0;0;1
Galicia;Ourense;Ingeniería mecánica;Transporte;0;0;0;0;0;0;1;1;0;0
Galicia;Ourense;Otros campos;Mobiliario, juegos;0;0;0;0;1;0;0;0;0;0
Galicia;Ourense;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;1
Galicia;Ourense;Otros campos;Ingeniería civil;3;3;1;1;5;0;2;0;0;1
Castilla y León;Palencia;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;1;0;0;1;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Instrumentos;Medida;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Instrumentos;Control;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Instrumentos;Tecnología médica;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Química;Biotecnología;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;1
Castilla y León;Palencia;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Química;Química alimenticia;0;0;0;0;0;0;0;1;0;0
Castilla y León;Palencia;Química;Química de las materias primas;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Química;Ingeniería química;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Química;Tecnología ambiental;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería mecánica;Manipulación;0;0;0;0;0;0;0;1;0;0
Castilla y León;Palencia;Ingeniería mecánica;Herramientas;0;0;1;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería mecánica;Motores, bombas, turbinas;0;0;2;1;0;0;0;0;0;1
Castilla y León;Palencia;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería mecánica;Otras máquinas especiales;0;0;2;1;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Ingeniería mecánica;Elementos mecánicos;1;0;0;1;1;0;1;0;0;0
Castilla y León;Palencia;Ingeniería mecánica;Transporte;0;0;0;1;2;1;0;1;0;0
Castilla y León;Palencia;Otros campos;Mobiliario, juegos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;0
Castilla y León;Palencia;Otros campos;Ingeniería civil;0;0;1;1;0;0;0;1;0;0
Galicia;Pontevedra;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Galicia;Pontevedra;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;2;3;2;0;2;0;0;1;2;1
Galicia;Pontevedra;Ingeniería eléctrica;Tecnología audio-visual;0;0;1;0;0;0;0;0;0;1
Galicia;Pontevedra;Ingeniería eléctrica;Telecomunicaciones;0;0;1;1;2;0;1;0;0;0
Galicia;Pontevedra;Ingeniería eléctrica;Comunicación Digital;0;1;0;1;0;0;0;0;3;0
Galicia;Pontevedra;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;1;0;0;0;1
Galicia;Pontevedra;Ingeniería eléctrica;Tecnología Informática;0;1;3;0;1;2;2;0;0;2
Galicia;Pontevedra;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;1;2;0;0;0;0
Galicia;Pontevedra;Ingeniería eléctrica;Semiconductores;0;1;0;0;1;0;0;0;0;0
Galicia;Pontevedra;Instrumentos;Óptica;1;0;0;0;1;0;0;1;0;0
Galicia;Pontevedra;Instrumentos;Medida;2;1;4;7;4;4;3;2;1;5
Galicia;Pontevedra;Instrumentos;Análisis de materiales biológicos;1;0;1;0;1;1;0;2;0;2
Galicia;Pontevedra;Instrumentos;Control;1;0;1;2;0;1;2;1;1;2
Galicia;Pontevedra;Instrumentos;Tecnología médica;1;2;1;2;1;1;2;1;1;1
Galicia;Pontevedra;Química;Química orgánica precisa;0;3;5;4;4;1;2;1;0;0
Galicia;Pontevedra;Química;Biotecnología;3;2;2;1;2;1;3;1;1;3
Galicia;Pontevedra;Química;Productos Farmacéuticos;0;0;0;0;1;0;0;0;0;0
Galicia;Pontevedra;Química;Química macromolecular, polímeros;0;0;1;0;1;0;1;0;0;0
Galicia;Pontevedra;Química;Química alimenticia;6;1;1;1;0;0;10;4;1;3
Galicia;Pontevedra;Química;Química de las materias primas;1;1;1;1;0;0;2;1;2;1
Galicia;Pontevedra;Química;Materiales, metalurgia;0;0;3;0;0;0;0;0;2;0
Galicia;Pontevedra;Química;Tecnología de superficie, revestimiento;0;1;0;0;0;0;0;1;0;0
Galicia;Pontevedra;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;1
Galicia;Pontevedra;Química;Ingeniería química;0;0;1;3;2;0;1;1;2;0
Galicia;Pontevedra;Química;Tecnología ambiental;3;3;0;0;2;0;5;0;1;0
Galicia;Pontevedra;Ingeniería mecánica;Manipulación;1;0;3;2;3;3;1;4;3;4
Galicia;Pontevedra;Ingeniería mecánica;Herramientas;4;3;2;5;4;3;2;2;2;2
Galicia;Pontevedra;Ingeniería mecánica;Motores, bombas, turbinas;2;1;0;1;4;2;5;0;2;1
Galicia;Pontevedra;Ingeniería mecánica;Máquinas del textil y del papel;1;0;0;1;4;1;0;1;4;1
Galicia;Pontevedra;Ingeniería mecánica;Otras máquinas especiales;5;3;10;14;5;4;7;3;4;5
Galicia;Pontevedra;Ingeniería mecánica;térmicos y aparatos;3;1;2;2;2;5;0;0;0;0
Galicia;Pontevedra;Ingeniería mecánica;Elementos mecánicos;0;1;2;0;1;0;2;2;1;1
Galicia;Pontevedra;Ingeniería mecánica;Transporte;1;6;7;9;9;2;5;6;2;5
Galicia;Pontevedra;Otros campos;Mobiliario, juegos;0;2;2;2;0;2;0;1;0;2
Galicia;Pontevedra;Otros campos;Otros bienes de consumo;5;1;1;2;3;0;0;0;0;0
Galicia;Pontevedra;Otros campos;Ingeniería civil;7;6;2;6;7;3;10;6;6;8
Castilla y León;Salamanca;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería eléctrica;Telecomunicaciones;0;0;1;0;0;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería eléctrica;Tecnología Informática;0;0;0;1;0;1;0;1;0;0
Castilla y León;Salamanca;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Instrumentos;Óptica;0;0;1;0;0;1;1;0;1;0
Castilla y León;Salamanca;Instrumentos;Medida;1;0;0;0;0;1;0;1;1;2
Castilla y León;Salamanca;Instrumentos;Análisis de materiales biológicos;1;1;1;0;0;0;0;0;0;0
Castilla y León;Salamanca;Instrumentos;Control;0;0;0;2;0;0;0;0;1;0
Castilla y León;Salamanca;Instrumentos;Tecnología médica;0;0;0;0;1;1;0;0;1;2
Castilla y León;Salamanca;Química;Química orgánica precisa;0;0;0;1;0;0;0;0;0;0
Castilla y León;Salamanca;Química;Biotecnología;0;0;1;1;0;4;1;1;0;1
Castilla y León;Salamanca;Química;Productos Farmacéuticos;5;0;0;1;1;0;0;0;1;0
Castilla y León;Salamanca;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Química;Química alimenticia;0;0;0;0;0;0;0;1;1;0
Castilla y León;Salamanca;Química;Química de las materias primas;0;0;0;0;2;0;0;0;0;0
Castilla y León;Salamanca;Química;Materiales, metalurgia;0;0;1;0;0;1;0;0;0;1
Castilla y León;Salamanca;Química;Tecnología de superficie, revestimiento;0;0;0;0;1;0;0;0;0;0
Castilla y León;Salamanca;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Química;Ingeniería química;0;1;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Química;Tecnología ambiental;0;0;0;0;1;1;0;0;0;0
Castilla y León;Salamanca;Ingeniería mecánica;Manipulación;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería mecánica;Herramientas;0;1;0;0;2;0;0;0;1;1
Castilla y León;Salamanca;Ingeniería mecánica;Motores, bombas, turbinas;0;0;0;0;1;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;1;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería mecánica;Otras máquinas especiales;0;1;0;0;0;2;0;0;1;0
Castilla y León;Salamanca;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Salamanca;Ingeniería mecánica;Elementos mecánicos;0;0;1;0;0;0;0;0;1;0
Castilla y León;Salamanca;Ingeniería mecánica;Transporte;0;0;0;0;0;0;1;1;0;0
Castilla y León;Salamanca;Otros campos;Mobiliario, juegos;0;0;0;0;0;0;0;0;1;1
Castilla y León;Salamanca;Otros campos;Otros bienes de consumo;0;1;0;1;0;0;0;0;1;0
Castilla y León;Salamanca;Otros campos;Ingeniería civil;0;2;0;0;1;0;1;2;1;0
Castilla y León;Segovia;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería eléctrica;Tecnología Informática;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;1;0;0;0;0;0
Castilla y León;Segovia;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Instrumentos;Medida;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Instrumentos;Control;0;0;0;0;0;1;0;0;0;0
Castilla y León;Segovia;Instrumentos;Tecnología médica;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Química;Biotecnología;0;0;0;0;1;0;0;0;0;0
Castilla y León;Segovia;Química;Productos Farmacéuticos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Química;Química alimenticia;0;2;1;0;0;0;1;0;0;0
Castilla y León;Segovia;Química;Química de las materias primas;0;0;0;0;0;0;0;1;0;0
Castilla y León;Segovia;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Química;Tecnología de superficie, revestimiento;0;1;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Química;Ingeniería química;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Química;Tecnología ambiental;1;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería mecánica;Manipulación;0;0;0;0;1;0;0;2;0;0
Castilla y León;Segovia;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería mecánica;Motores, bombas, turbinas;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería mecánica;Otras máquinas especiales;1;0;1;0;0;0;1;0;0;1
Castilla y León;Segovia;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;1;0;0;0;0;0
Castilla y León;Segovia;Ingeniería mecánica;Elementos mecánicos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Ingeniería mecánica;Transporte;0;0;0;0;0;0;0;0;0;1
Castilla y León;Segovia;Otros campos;Mobiliario, juegos;0;0;0;0;0;0;0;0;1;1
Castilla y León;Segovia;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;0
Castilla y León;Segovia;Otros campos;Ingeniería civil;0;0;0;0;0;0;0;1;0;1
Andalucía;Sevilla;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;1
Andalucía;Sevilla;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;3;4;2;2;8;1;6;6;2;1
Andalucía;Sevilla;Ingeniería eléctrica;Tecnología audio-visual;0;1;0;1;0;1;1;1;0;0
Andalucía;Sevilla;Ingeniería eléctrica;Telecomunicaciones;3;0;0;0;0;1;1;0;1;0
Andalucía;Sevilla;Ingeniería eléctrica;Comunicación Digital;0;0;0;2;4;1;0;1;1;0
Andalucía;Sevilla;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;1;1;0;0;0;0
Andalucía;Sevilla;Ingeniería eléctrica;Tecnología Informática;1;0;3;2;11;4;3;3;1;5
Andalucía;Sevilla;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;1;1;1;0;0;0;0;0
Andalucía;Sevilla;Ingeniería eléctrica;Semiconductores;2;1;5;1;5;2;5;3;2;0
Andalucía;Sevilla;Instrumentos;Óptica;1;0;2;1;3;0;0;2;0;0
Andalucía;Sevilla;Instrumentos;Medida;4;2;8;8;10;6;8;4;3;2
Andalucía;Sevilla;Instrumentos;Análisis de materiales biológicos;0;0;2;3;2;3;2;2;1;1
Andalucía;Sevilla;Instrumentos;Control;1;1;1;4;0;0;1;5;2;0
Andalucía;Sevilla;Instrumentos;Tecnología médica;4;3;4;8;7;13;18;7;14;7
Andalucía;Sevilla;Química;Química orgánica precisa;2;0;3;1;0;2;2;9;2;5
Andalucía;Sevilla;Química;Biotecnología;8;3;6;12;8;13;15;5;5;6
Andalucía;Sevilla;Química;Productos Farmacéuticos;1;4;8;14;3;6;10;2;7;4
Andalucía;Sevilla;Química;Química macromolecular, polímeros;1;0;0;2;2;1;2;1;0;1
Andalucía;Sevilla;Química;Química alimenticia;2;0;3;5;2;5;1;4;3;3
Andalucía;Sevilla;Química;Química de las materias primas;4;4;2;4;1;2;2;2;3;2
Andalucía;Sevilla;Química;Materiales, metalurgia;3;2;5;4;4;7;5;2;3;2
Andalucía;Sevilla;Química;Tecnología de superficie, revestimiento;0;1;0;0;1;1;2;0;1;1
Andalucía;Sevilla;Química;Microestructuras y nano-tecnología;1;1;0;0;0;1;0;1;0;0
Andalucía;Sevilla;Química;Ingeniería química;1;4;5;0;9;5;5;5;7;2
Andalucía;Sevilla;Química;Tecnología ambiental;3;2;3;3;4;1;10;3;5;5
Andalucía;Sevilla;Ingeniería mecánica;Manipulación;3;2;4;2;4;0;1;5;1;6
Andalucía;Sevilla;Ingeniería mecánica;Herramientas;0;1;2;0;0;1;1;2;0;0
Andalucía;Sevilla;Ingeniería mecánica;Motores, bombas, turbinas;5;3;6;1;1;4;6;10;2;0
Andalucía;Sevilla;Ingeniería mecánica;Máquinas del textil y del papel;1;1;0;0;0;2;0;1;0;0
Andalucía;Sevilla;Ingeniería mecánica;Otras máquinas especiales;2;4;7;5;4;10;11;0;6;3
Andalucía;Sevilla;Ingeniería mecánica;térmicos y aparatos;0;3;22;16;8;13;11;10;3;5
Andalucía;Sevilla;Ingeniería mecánica;Elementos mecánicos;0;0;3;0;2;0;1;2;1;1
Andalucía;Sevilla;Ingeniería mecánica;Transporte;0;1;1;3;6;6;6;3;1;1
Andalucía;Sevilla;Otros campos;Mobiliario, juegos;3;2;2;3;4;2;2;0;1;0
Andalucía;Sevilla;Otros campos;Otros bienes de consumo;1;2;2;4;4;2;2;1;1;2
Andalucía;Sevilla;Otros campos;Ingeniería civil;10;8;9;11;11;2;7;7;3;4
Castilla y León;Soria;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería eléctrica;Tecnología audio-visual;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería eléctrica;Comunicación Digital;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería eléctrica;Tecnología Informática;0;0;0;1;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;1;0
Castilla y León;Soria;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Instrumentos;Óptica;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Instrumentos;Medida;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Instrumentos;Análisis de materiales biológicos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Instrumentos;Control;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Instrumentos;Tecnología médica;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Química;Química orgánica precisa;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Química;Biotecnología;0;0;1;0;0;1;0;0;0;0
Castilla y León;Soria;Química;Productos Farmacéuticos;0;0;0;1;0;0;0;0;0;0
Castilla y León;Soria;Química;Química macromolecular, polímeros;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Química;Química alimenticia;0;0;0;1;1;0;0;0;0;1
Castilla y León;Soria;Química;Química de las materias primas;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Química;Materiales, metalurgia;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Química;Tecnología de superficie, revestimiento;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Química;Ingeniería química;0;0;0;0;1;0;0;0;0;0
Castilla y León;Soria;Química;Tecnología ambiental;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería mecánica;Manipulación;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería mecánica;Herramientas;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería mecánica;Motores, bombas, turbinas;0;2;2;1;0;0;1;0;1;0
Castilla y León;Soria;Ingeniería mecánica;Máquinas del textil y del papel;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería mecánica;Otras máquinas especiales;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Ingeniería mecánica;Elementos mecánicos;1;0;0;0;0;0;0;1;0;0
Castilla y León;Soria;Ingeniería mecánica;Transporte;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Otros campos;Mobiliario, juegos;0;0;0;1;0;0;0;0;0;0
Castilla y León;Soria;Otros campos;Otros bienes de consumo;0;0;0;0;0;0;0;0;0;0
Castilla y León;Soria;Otros campos;Ingeniería civil;1;1;1;1;0;0;0;1;0;0
Cataluña;Tarragona;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Cataluña;Tarragona;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;1;1;2;2;0;1;4;1;0;2
Cataluña;Tarragona;Ingeniería eléctrica;Tecnología audio-visual;1;0;0;0;1;0;0;0;0;0
Cataluña;Tarragona;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Cataluña;Tarragona;Ingeniería eléctrica;Comunicación Digital;0;1;0;0;0;0;0;0;0;0
Cataluña;Tarragona;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Cataluña;Tarragona;Ingeniería eléctrica;Tecnología Informática;0;1;0;1;0;0;0;0;0;0
Cataluña;Tarragona;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;2;0;0;0;0;0
Cataluña;Tarragona;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;0;0
Cataluña;Tarragona;Instrumentos;Óptica;0;0;0;0;0;0;1;0;0;0
Cataluña;Tarragona;Instrumentos;Medida;3;1;1;0;2;1;0;2;0;2
Cataluña;Tarragona;Instrumentos;Análisis de materiales biológicos;0;0;1;1;0;0;1;0;0;1
Cataluña;Tarragona;Instrumentos;Control;1;0;0;0;1;1;1;0;0;0
Cataluña;Tarragona;Instrumentos;Tecnología médica;1;0;0;0;2;0;0;0;3;1
Cataluña;Tarragona;Química;Química orgánica precisa;2;0;1;0;0;2;0;0;0;0
Cataluña;Tarragona;Química;Biotecnología;1;0;0;0;1;0;0;0;1;0
Cataluña;Tarragona;Química;Productos Farmacéuticos;0;2;1;1;1;0;0;1;2;0
Cataluña;Tarragona;Química;Química macromolecular, polímeros;0;0;0;1;0;0;0;0;0;0
Cataluña;Tarragona;Química;Química alimenticia;3;3;6;5;1;0;3;4;3;2
Cataluña;Tarragona;Química;Química de las materias primas;0;1;0;1;0;0;1;0;0;0
Cataluña;Tarragona;Química;Materiales, metalurgia;0;0;0;0;0;1;1;0;0;0
Cataluña;Tarragona;Química;Tecnología de superficie, revestimiento;0;1;1;0;1;0;0;0;0;0
Cataluña;Tarragona;Química;Microestructuras y nano-tecnología;0;0;0;0;0;0;0;1;0;0
Cataluña;Tarragona;Química;Ingeniería química;0;2;1;0;0;3;0;0;1;0
Cataluña;Tarragona;Química;Tecnología ambiental;0;1;1;0;2;0;0;0;0;1
Cataluña;Tarragona;Ingeniería mecánica;Manipulación;1;2;1;1;3;1;1;0;1;1
Cataluña;Tarragona;Ingeniería mecánica;Herramientas;1;0;1;0;2;0;1;0;0;0
Cataluña;Tarragona;Ingeniería mecánica;Motores, bombas, turbinas;1;0;0;1;1;1;0;1;0;1
Cataluña;Tarragona;Ingeniería mecánica;Máquinas del textil y del papel;2;0;1;0;0;1;0;1;0;0
Cataluña;Tarragona;Ingeniería mecánica;Otras máquinas especiales;0;2;1;1;3;4;1;0;2;1
Cataluña;Tarragona;Ingeniería mecánica;térmicos y aparatos;0;0;0;0;1;3;2;0;0;1
Cataluña;Tarragona;Ingeniería mecánica;Elementos mecánicos;2;1;0;1;1;2;2;0;0;0
Cataluña;Tarragona;Ingeniería mecánica;Transporte;0;0;4;0;1;1;2;1;0;0
Cataluña;Tarragona;Otros campos;Mobiliario, juegos;0;1;1;3;1;4;1;1;1;1
Cataluña;Tarragona;Otros campos;Otros bienes de consumo;0;0;0;0;1;0;1;0;0;0
Cataluña;Tarragona;Otros campos;Ingeniería civil;4;4;4;1;1;0;1;7;1;1
Islas Canarias;Tenerife;Sin clasificar;Sin clasificar;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Tenerife;Ingeniería eléctrica;Maquinaria eléctrica, aparato, energía;0;4;0;0;1;0;0;0;1;0
Islas Canarias;Tenerife;Ingeniería eléctrica;Tecnología audio-visual;0;1;0;0;0;0;0;0;0;0
Islas Canarias;Tenerife;Ingeniería eléctrica;Telecomunicaciones;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Tenerife;Ingeniería eléctrica;Comunicación Digital;0;0;0;1;0;0;0;0;0;0
Islas Canarias;Tenerife;Ingeniería eléctrica;Procesos básicos de la comunicación;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Tenerife;Ingeniería eléctrica;Tecnología Informática;0;0;0;2;1;0;0;0;0;1
Islas Canarias;Tenerife;Ingeniería eléctrica;Métodos de Tecnologías de la Información para Gestión;0;0;0;0;0;0;0;0;0;0
Islas Canarias;Tenerife;Ingeniería eléctrica;Semiconductores;0;0;0;0;0;0;0;0;1;0
Islas Canarias;Tenerife;Instrumentos;Óptica;1;0;0;0;0;0;0;0;0;0
